Name,Price,Discount,Rating,Specs
"Xiaomi 14 CIVI (Cruise Blue, 512 GB)",35999,40% off,4.3,12 GB RAM | 512 GB ROM; 16.64 cm (6.55 inch) Display; 50MP Rear Camera | 32MP + 32MP Dual Front Camera; 4700 mAh Battery; 8s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO X6 Neo 5G (Astral Black, 256 GB)",17999,18% off,4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 6080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"vivo X90 (Breeze Blue, 256 GB)",54990,11% off,4.4,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + 12MP + 12MP | 32MP Front Camera; 4810 mAh Battery; Dimensity 9200 Processor; 1 Year Handset and 6 Months Accessories
"realme C25s (Watery Blue, 128 GB)",9999,16% off,4.4,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB; 16.51 cm (6.5 inch) HD+ Display; 13MP + 2MP + 2MP | 8MP Front Camera; 6000 mAh Battery; MediaTek Helio G85 Processor; 1 Year Warranty for Mobile and 6 Months for Accessories
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Samsung Galaxy M04 (Dark Blue, 128 GB)",8295,38% off,4.1,4 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) HD+ Display; 13MP + 5MP | 13MP Dual Front Camera; 5000 mAh Battery; MediaTek Helio P35 Processor; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
"REDMI 12 5G (Moonstone Silver, 128 GB)",10971,31% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"LAVA A97 4G with VoLTE (Black Grey, 8 GB)",5949,,3.6,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 12.7 cm (5 inch) FWVGA Display; 5MP Rear Camera | 5MP Front Camera; 2350 mAh Li-Ion Battery; Spreadtrum SC9832A Quad Core 1.3GHz Processor; Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C
"SIAVANTAGE Pro 4 (Black, 16 GB)",4997,28% off,3,2 GB RAM | 16 GB ROM; 7.62 cm (3 inch) Display; 5MP Rear Camera; 2000 mAh Battery; 3 Months Domestic Warranty
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Apple iPhone 14 (Purple, 512 GB)",89900,,4.6,"512 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories."
"Samsung Galaxy S23 FE (Cream, 256 GB)",37999,55% off,4.4,8 GB RAM | 256 GB ROM; 16.26 cm (6.4 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4500 mAh Battery; Samsung Exynos 2200 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 8i (Space Purple, 64 GB)",11499,28% off,4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 16MP Front Camera; 5000 mAh Battery; MediaTek Helio G96 Processor; 1 Year Warranty for Mobile and 6 Months for Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO F29 Pro 5G (Marble White, 128 GB)",23999,27% off,4.4,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Nokia C31 (Mint, 32 GB)",11499,4% off,3.6,3 GB RAM | 32 GB ROM; 17.13 cm (6.745 inch) Display; 13MP Rear Camera; 5050 mAh Battery; No Warranty on this Product
"itel P55 (MOONLIT BLACK, 128 GB)",8890,,3.9,4 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty
"LAVA O2 (Majestic Purple, 128 GB)",7999,20% off,4.2,8 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme C67 5G (Dark Purple, 128 GB)",13999,17% off,4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,13% off,4.5,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"iVoomi Me3 (Midnight Black, 16 GB)",6800,,3.4,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB; 13.21 cm (5.2 inch) HD Display; 8MP Rear Camera | 8MP Front Camera; 3000 mAh Battery; MediaTek 6737 64-bit 1.3GHz Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Coolpad Mega 3 (Moondust Grey, 16 GB)",7999,,3.9,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB; 13.97 cm (5.5 inch) HD Display; 8MP Rear Camera | 8MP Front Camera; 3050 mAh Li-Polymer Battery; Mediatek MT6737 Quad Core 1.2GHz Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme 14x 5G (Jewel Red, 128 GB)",14999,11% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Tecno Pop 9 5G (Aurora Cloud, 64 GB)",8699,27% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) HD+ Display; 48MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Phone
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"realme C53 (Gold, 128 GB)",9999,16% off,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) HD Display; 108MP + 2MP | 8MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy A06 5G (Light Grey, 128 GB)",12999,23% off,4.1,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Li-ion Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy F14 5G (OMG Black, 128 GB)",11990,31% off,4.2,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP | 13MP Front Camera; 6000 mAh Battery; Exynos 1330, Octa Core Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
"LAVA Yuva 3 with Dual Sim|5000 mAh Battery|13MP Rear Camera |Expandable Upto 512 GB (White, 64 GB)",7649,4% off,4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB; 16.51 cm (6.5 inch) HD+ Display; 13MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; UNISOC T606 Octa-core Processor Processor; 1 Year Handset Warranty and 6 Months Warranty on Accessories
"Infinix Note 40 Pro+ 5G (Racing Grey, 256 GB)",24999,24% off,4.2,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 108MP (OIS) + 2MP + 2MP | 32MP Front Camera; 4600 mAh Battery; Mediatek Dimensity 7020 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories
"REDMI A2+ (Classic Black, 64 GB)",8290,30% off,4.1,4 GB RAM | 64 GB ROM; 16.56 cm (6.52 inch) Display; 8MP Rear Camera; 5000 mAh Battery; 2 year domestic
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"vivo V60 8/256 BLUE (Moonlit Blue, 256 GB)",38499,12% off,,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 6500 mAh Battery; 12 Month
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 256 GB)",44999,43% off,4.6,8 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nextbit Robin (Ember, 32 GB)",19999,,4,3 GB RAM | 32 GB ROM; 13.21 cm (5.2 inch) Full HD Display; 13MP Rear Camera | 5MP Front Camera; 2680 mAh Li-Ion Battery; Qualcomm Snapdragon 808 MSM8992 Processor; Brand Warranty of 1 Year
"Samsung Galaxy S25 5G (Navy, 256 GB)",74999,7% off,4.6,12 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 10MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Elite for Galaxy Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"LAVA Iris Win1 (Black, 8 GB)",5999,,3.9,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 10.16 cm (4 inch) WVGA Display; 5MP Rear Camera | 0.3MP Front Camera; 1950 mAh Li-Ion Battery; Qualcomm Snapdragon Processor; 1 Year Manufacturer Warranty
"KARBONN Titanium S1 Plus (Orange, 4 GB)",5990,,3.6,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB; 10.16 cm (4 inch) WVGA Display; 5MP Rear Camera | 0.3MP Front Camera; 1500 mAh Battery; 1 Year for Mobile & 6 Months for Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 256 GB)",44999,43% off,4.6,8 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 256 GB)",44999,43% off,4.6,8 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 9i 5G (Soulful Blue, 64 GB)",11190,37% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 8MP Front Camera; 5000 mAh Lithium Ion Battery; Mediatek Dimensity 810 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"GIONEE Gpad G4 (White, 16 GB)",18374,,3.8,1 GB RAM | 16 GB ROM; 14.48 cm (5.7 inch) HD Display; 13MP Rear Camera | 5MP Front Camera; 3200 mAh Battery; Cortex-A7 Processor; 1 Year for Mobile & 6 Months for Accessories
"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 256 GB)",44999,43% off,4.6,8 GB RAM | 256 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy Z Flip5 (Cream, 256 GB)",99999,2% off,4.4,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 12MP + 12MP | 10MP Front Camera; 3700 mAh Battery; Snapdragon 8 Gen 2 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"XOLO Q600S (White, 4 GB)",7999,,3.9,1 GB RAM | 4 GB ROM | Expandable Upto 64 GB; 11.43 cm (4.5 inch) quarter HD Display; 5MP Rear Camera | 0.3MP Front Camera; 2000 mAh Battery; Broadcom Processor (BCM23550) Processor; 1 Year for Mobile & 6 Months for Accessories
"realme 9i 5G (Soulful Blue, 128 GB)",16999,15% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 8MP Front Camera; 5000 mAh Lithium Ion Battery; Mediatek Dimensity 810 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)",22499,25% off,4.2,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ AMOLED Display; 50MP (OIS) + 8MP + 2MP | 16MP Front Camera; 5000 mAh Lithium Polymer Battery; Mediatek Dimensity 1080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Open (Voyager Black, 512 GB)",125000,16% off,4.6,16 GB RAM | 512 GB ROM; 19.86 cm (7.82 inch) Display; 64MP Rear Camera; 4805 mAh Battery; 1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase
"realme 9i 5G (Rocking Black, 128 GB)",16800,15% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 8MP Front Camera; 5000 mAh Lithium Ion Battery; Mediatek Dimensity 810 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OnePlus 8 (Glacial Green, 128 GB)",38999,13% off,4.5,8 GB RAM | 128 GB ROM; 16.64 cm (6.55 inch) Display; 48MP + 2MP + 16MP | 16MP Front Camera; 4300 mAh Battery; Qualcomm Snapdragon 865 Processor; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
"LAVA Iris X1 (White, 8 GB)",7999,,3.8,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 11.43 cm (4.5 inch) FWVGA Display; 8MP Rear Camera | 2MP Front Camera; 1800 mAh Li-Ion Battery; 1 Year Manufacturer Warranty
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",24947,,4.5,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
"realme 15 5G (Silk Pink, 256 GB)",27999,12% off,4.4,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7300+ 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)",24978,,4.5,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
"POCO X7 5G (Glacier Green, 256 GB)",17999,35% off,4.3,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 8MP + 2MP | 20MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Alcatel V3 Classic 5G (Cosmic Grey, 128 GB)",10999,45% off,4.9,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP Dual Camera | 8MP Front Camera; 5200 mAh Battery; Dimensity 6300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories
"Apple iPhone 17 (White, 256 GB)",82900,,4.7,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme 15T 5G (Flowing Silver, 128 GB)",20999,8% off,4.3,8 GB RAM | 128 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 15T 5G (Silk Blue, 128 GB)",20999,8% off,4.3,8 GB RAM | 128 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung M36 5G (Velvet Black / Black, 128 GB)",14469,37% off,4.2,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Warranty
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)",26950,41% off,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 12MP + 5MP | 32MP Front Camera; 5000 mAh Battery; Exynos 1480 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"POCO M6 Plus 5G (Graphite Black, 128 GB)",10599,41% off,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 108MP + 2MP | 13MP Front Camera; 5030 mAh Battery; Snapdragon 4 Gen2 AE Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme Narzo 80 Lite 4G (Beach Gold, 64 GB)",6926,23% off,4.3,4 GB RAM | 64 GB ROM; 17.12 cm (6.74 inch) HD+ Display; 13MP Rear Camera; 6300 mAh Battery; 1 year brand Warranty
