Name,Price,Discount,Rating,Specs
"Motorola G85 5G (Urban Grey, 128 GB)",15999,23% off,4.4,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5000 mAh Battery; 6s Gen 3 Processor; 1 Year on Handset and 6 Months on Accessories
"Tecno Pova 7 5G (Oasis Green, 256 GB)",15999,20% off,4.4,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + AI | 13MP Front Camera; 6000 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Phone
"Tecno Pova 7 5G (Geek Black, 128 GB)",12999,31% off,4.4,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + AI | 13MP Front Camera; 6000 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Phone
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",30999,24% off,4.3,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 17 (Lavender, 256 GB)",82900,,4.7,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)",27499,40% off,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 12MP + 5MP | 32MP Front Camera; 5000 mAh Battery; Samsung Exynos 1480 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"IQOO Z10X 5G (Titanium, 128 GB)",13490,22% off,4.4,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6500 mAh Battery; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"IQOO Z10X 5G (Ultramarine, 256 GB)",16283,20% off,4.4,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6500 mAh Battery; 1 Year on Handset and 6 Months on Accessories
"realme P3 Pro 5G (Galaxy Purple, 256 GB)",16999,45% off,4.4,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme Narzo 80x 5G (Sunlit Gold, 128 GB)",12554,26% off,4.2,8 GB RAM | 128 GB ROM; 17.07 cm (6.72 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"POCO C71 (Cool Blue, 64 GB)",6199,31% off,3.9,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; Unisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)",34999,18% off,4.3,16 GB RAM | 512 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"POCO C71 (Power Black, 64 GB)",6199,31% off,3.9,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; Unisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"IQOO Z10 Lite 5G (Cyber Green, 256 GB)",13198,22% off,4.2,8 GB RAM | 256 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 Year Warranty
"Tecno Pova 7 5G (Magic Silver, 256 GB)",15999,20% off,4.4,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + AI | 13MP Front Camera; 6000 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Phone
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",28999,,4.4,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)",12999,23% off,4.3,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sunset Spice Pink, 128 GB)",11499,23% off,4.3,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)",12999,23% off,4.3,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"vivo T4 Pro 5G (Blaze Gold, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 2MP + 50MP | 32MP Front Camera; 6500 mAh Battery; 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Alcatel V3 Pro 5G (Metallic Grey, 256 GB)",12999,50% off,4.5,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 5MP | 8MP Front Camera; 5200 mAh Battery; Dimensity 6300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories
"OPPO F27 Pro+ (Dusk Pink, 128 GB)",20990,30% off,4.4,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 64MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 7050 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P3 Pro 5G (Nebula Glow, 128 GB)",15999,44% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus 13R 5g (Astral Trail, 256 GB)",38646,14% off,4.5,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme C71 (Sea Blue, 128 GB)",7699,30% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.14 cm (6.75 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 6300 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",7826,28% off,4.3,6 GB RAM | 128 GB ROM; 17.12 cm (6.74 inch) HD+ Display; 13MP Rear Camera; 6300 mAh Battery; 1 year brand Warranty
"Apple iPhone 17 (Black, 256 GB)",82900,,4.7,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
"Samsung Galaxy F36 5G (Violet, 128 GB)",13999,39% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,13% off,4.5,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"OnePlus Nord CE5 5G (Nexus Blue, 256 GB)",25920,3% off,4.5,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
"realme P4 Pro 5G (Midnight Ivy, 256 GB)",24999,19% off,4.4,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Mobile Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",24947,,4.5,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty
"OnePlus Nord 5 5G (Phantom Grey, 512 GB)",37889,7% off,4.5,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
"OnePlus Nord 5 5G (Dry Ice, 256 GB)",34977,7% off,4.5,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
"OnePlus Nord 5 5G (Phantom Grey, 256 GB)",34999,7% off,4.5,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"POCO C61 (Mystical Green, 64 GB)",7199,20% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C71 (Desert Gold, 64 GB)",6199,31% off,3.9,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; Unisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"POCO C61 (Mystical Green, 128 GB)",8499,15% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C61 (Marble Black, 128 GB)",8499,15% off,4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 32MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Motorola e13 (Aurora Green, 128 GB)",7999,27% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year on Handset and 6 Months on Accessories
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)",14400,27% off,4.4,8 GB RAM | 128 GB ROM; 17.07 cm (6.72 inch) Display; 108MP Rear Camera; 5000 mAh Battery; Domestic Warranty of 12 months on phone & 6 months on accessories
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Google Pixel 7 (Snow, 128 GB)",29999,50% off,4.3,8 GB RAM | 128 GB ROM; 16.0 cm (6.3 inch) Full HD+ Display; 50MP + 12MP | 10.8MP Front Camera; 4270 mAh Battery; Google Tensor G2 Processor; NA
"Motorola e13 (Cosmic Black, 128 GB)",7999,27% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year on Handset and 6 Months on Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Tecno Spark Go 2 (Titanium Grey, 64 GB)",6999,22% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone
"Google Pixel 8a (Obsidian, 128 GB)",37999,28% off,4.3,8 GB RAM | 128 GB ROM; 15.49 cm (6.1 inch) Full HD+ Display; 64MP + 13MP | 13MP Front Camera; 4404 mAh Battery; Tensor G3 Processor; 1 Year Domestic Warranty
"Google Pixel 7 (Obsidian, 128 GB)",29999,50% off,4.3,8 GB RAM | 128 GB ROM; 16.0 cm (6.3 inch) Full HD+ Display; 50MP + 12MP | 10.8MP Front Camera; 4270 mAh Battery; Google Tensor G2 Processor; 1 Year Domestic Warranty
"Infinix Note 40 5G (Ttan Gold, 256 GB)",19999,20% off,4.2,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 108MP + 2MP + 2MP | 32MP Front Camera; 5000 mAh Battery; Dimensity 7020 Processor; 1 Year on Handset
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)",26999,27% off,4.4,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 13MP + 10MP | 50MP Front Camera; 4500 mAh Battery; 7 Gen 3 Mobile Platform Processor; 1 Year on Handset and 6 Months on Accessories
"realme C63 (Jade Green, 64 GB)",8499,15% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Motorola g14 (Butter Cream, 128 GB)",8499,34% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; T616 Processor; Immersive Stereo Speakers with Dolby Atmos; 1 Year on Handset and 6 Months on Accessories
"POCO C55 (Power Black, 128 GB)",7999,42% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 Plus (Black, 128 GB)",69900,,4.6,"128 GB ROM; 17.02 cm (6.7 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A16 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories."
"REDMI 12 (Pastel Blue, 128 GB)",8999,40% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 8MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",20999,36% off,4.3,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 13MP + 10MP | 32MP Front Camera; 5000 mAh Battery; Snapdragon 7 Gen 1 Accelerated Edition Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy S23 FE (Mint, 128 GB)",35990,55% off,4.4,8 GB RAM | 128 GB ROM; 16.26 cm (6.4 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4500 mAh Battery; Samsung Exynos 2200 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
